x,v
0.998489,-0.0742481
0.986071,-0.173476
0.963793,-0.270969
0.931878,-0.365753
0.890643,-0.456879
0.840502,-0.543436
0.781956,-0.624559
0.71559,-0.699436
0.642068,-0.767319
0.562126,-0.827529
0.476563,-0.879463
0.386233,-0.922603
0.292042,-0.956517
0.19493,-0.980866
0.0958688,-0.995406
-0.00415107,-0.999991
-0.104129,-0.994577
-0.203067,-0.979218
-0.299973,-0.954066
-0.39388,-0.919373
-0.483848,-0.875487
-0.568977,-0.822845
-0.648417,-0.761976
-0.721372,-0.693486
-0.787114,-0.618062
-0.844985,-0.536457
-0.894405,-0.449488
-0.934882,-0.358023
-0.96601,-0.262979
-0.987478,-0.165304
-0.999071,-0.0659768
-1.00067,0.0340104
-0.992269,0.133658
-0.973942,0.231968
-0.945875,0.327959
-0.90835,0.42067
-0.861741,0.509175
-0.806515,0.592587
-0.743224,0.670074
-0.6725,0.740861
-0.595051,0.804238
-0.511652,0.859573
-0.423137,0.906313
-0.33039,0.943989
-0.234339,0.972226
-0.135945,0.99074
-0.036191,0.999347
0.0639246,0.99796
0.163401,0.986594
0.261243,0.965361
0.356473,0.934476
0.448138,0.894245
0.535322,0.845072
0.617153,0.787448
0.692812,0.72195
0.761543,0.649232
0.822658,0.570022
0.875547,0.485112
0.919681,0.39535
0.954617,0.301636
0.980008,0.204904
0.995598,0.106124
1.00123,0.00628251
0.996855,-0.0936219
0.982508,-0.19259
0.958337,-0.289632
0.924582,-0.383778
0.881581,-0.474086
0.829765,-0.559654
0.76965,-0.639624
0.70184,-0.713199
0.627011,-0.779641
0.545911,-0.838287
0.459353,-0.888551
0.368201,-0.929928
0.273367,-0.962007
0.1758,-0.984465
0.0764744,-0.997079
-0.0236159,-0.999722
-0.12347,-0.992368
-0.222089,-0.97509
-0.318488,-0.948061
-0.411702,-0.911551
-0.500798,-0.865926
-0.584887,-0.811642
-0.663127,-0.749241
-0.734735,-0.679348
-0.798996,-0.602662
-0.855267,-0.519948
-0.902986,-0.432036
-0.941675,-0.339803
-0.970946,-0.244172
-0.990509,-0.146099
-1.00017,-0.0465652
-0.999822,0.0534342
-0.989479,0.152899
-0.969242,0.250835
-0.939312,0.346263
-0.899989,0.438228
-0.851667,0.525811
-0.794827,0.608136
-0.73004,0.684379
-0.657951,0.753779
-0.579284,0.81564
-0.494823,0.869346
-0.405415,0.914358
-0.311952,0.950226
-0.21537,0.976592
-0.116634,0.993192
-0.0167311,0.99986
0.0833386,0.99653
0.182575,0.983234
0.279985,0.960106
0.374596,0.927377
0.465461,0.885374
0.551671,0.834518
0.632364,0.775316
0.706734,0.708361
0.774037,0.634323
0.833599,0.553941
0.884825,0.46802
0.927203,0.377418
0.960308,0.283043
0.983811,0.185837
0.997476,0.0867724
1.00117,-0.0131597
0.994844,-0.11296
0.978574,-0.211631
0.952518,-0.308186
0.916936,-0.401658
0.872186,-0.491114
0.818714,-0.575659
0.757054,-0.654448
0.687824,-0.726692
0.611716,-0.791669
0.52949,-0.848729
0.44197,-0.897302
0.35003,-0.936902
0.25459,-0.967133
0.156603,-0.987693
0.057051,-0.998375
-0.0430718,-0.999074
-0.142764,-0.989783
-0.241028,-0.970593
-0.336882,-0.941697
-0.429368,-0.903385
-0.517559,-0.856039
-0.600575,-0.800132
-0.677586,-0.736224
-0.74782,-0.664953
-0.810576,-0.587034
-0.865227,-0.503243
-0.911225,-0.414421
-0.948111,-0.321454
-0.975516,-0.225273
-0.993166,-0.126839
-1.00088,-0.0271361
-0.998593,0.0728377
-0.986316,0.172083
-0.964176,0.269608
-0.932395,0.364436
-0.891289,0.45562
-0.84127,0.542248
-0.782839,0.623454
-0.71658,0.698425
-0.643154,0.766412
-0.563297,0.826734
-0.477807,0.878789
-0.387539,0.922057
-0.293396,0.956104
-0.196319,0.980589
-0.0972782,0.995269
0.00273508,0.999996
0.102721,0.994723
0.20168,0.979503
0.298622,0.954488
0.392577,0.919928
0.482607,0.876169
0.567811,0.823648
0.647337,0.762891
0.720389,0.694504
0.786238,0.619173
0.844224,0.53765
0.893768,0.45075
0.934374,0.359343
0.965637,0.264343
0.987243,0.166699
0.998976,0.0673879
1.00072,-0.032597
0.992457,-0.132256
0.974269,-0.230592
0.946339,-0.326623
0.908945,-0.419387
0.862461,-0.507957
0.807353,-0.591448
0.744172,-0.669024
0.673548,-0.73991
0.59619,-0.803397
0.512869,-0.85885
0.42442,-0.905714
0.331726,-0.943522
0.235715,-0.971894
0.137347,-0.990547
0.0376061,-0.999294
-0.0625114,-0.998049
-0.162004,-0.986823
-0.259876,-0.965729
-0.35515,-0.934978
-0.446872,-0.894877
-0.534125,-0.845827
-0.616037,-0.788319
-0.691789,-0.722928
-0.760623,-0.650307
-0.82185,-0.571184
-0.874859,-0.486348
-0.91912,-0.396649
-0.954189,-0.302984
-0.979717,-0.206288
-0.995447,-0.10753
-1.00122,-0.0076967
-0.996986,0.0922137
-0.98278,0.191202
-0.958746,0.288278
-0.925124,0.382472
-0.882251,0.472841
-0.830556,0.558481
-0.770555,0.638537
-0.702849,0.712207
-0.628114,0.778755
-0.547098,0.837516
-0.460611,0.887901
-0.369518,0.929407
-0.274729,0.96162
-0.177194,0.984216
-0.0778862,0.99697
0.0222003,0.999754
0.122065,0.992541
0.220708,0.975402
0.317145,0.94851
0.41041,0.912132
0.499571,0.866633
0.583737,0.812467
0.662065,0.750177
0.733772,0.680385
0.798142,0.60379
0.85453,0.521156
0.902373,0.433311
0.941192,0.341133
0.9706,0.245543
0.990301,0.147498
1.0001,0.0479779
0.999897,-0.0520219
0.989695,-0.151501
0.969596,-0.249466
0.939802,-0.344936
0.900609,-0.436956
0.85241,-0.524607
0.795688,-0.607012
0.731008,-0.683347
0.659018,-0.752848
0.580438,-0.814821
0.496054,-0.868646
0.406709,-0.913784
0.313297,-0.949784
0.216752,-0.976287
0.11804,-0.993026
0.0181469,-0.999836
-0.0819274,-0.996647
-0.181182,-0.983491
-0.278626,-0.960501
-0.373283,-0.927905
-0.464207,-0.886031
-0.550489,-0.835296
-0.631266,-0.776208
-0.70573,-0.709359
-0.773138,-0.635415
-0.832814,-0.555118
-0.884161,-0.469269
-0.926667,-0.378727
-0.959907,-0.284399
-0.983547,-0.187226
-0.997352,-0.0881812
-1.00118,0.0117456
-0.995003,0.111555
-0.978872,0.210249
-0.952953,0.30684
-0.917504,0.400363
-0.872881,0.489882
-0.819528,0.574502
-0.75798,0.653378
-0.688852,0.725719
-0.612836,0.790804
-0.530692,0.84798
-0.44324,0.896677
-0.351356,0.936407
-0.255959,0.966772
-0.158002,0.98747
-0.0584646,0.998294
0.0416571,0.999134
0.141362,0.989983
0.239654,0.970932
0.335549,0.942172
0.428088,0.90399
0.516347,0.856769
0.599442,0.800979
0.676543,0.73718
0.746878,0.666009
0.809744,0.588178
0.864513,0.504465
0.910637,0.415707
0.947655,0.322793
0.975196,0.22665
0.992985,0.128241
1.00084,0.0285498
0.998695,-0.0714272
0.986559,-0.17069
0.964557,-0.268246
0.93291,-0.363119
0.891933,-0.454361
0.842037,-0.54106
0.783721,-0.622348
0.717568,-0.697412
0.644239,-0.765502
0.564467,-0.825938
0.479051,-0.878114
0.388845,-0.921508
0.29475,-0.955688
0.197707,-0.980311
0.0986874,-0.995131
-0.00131908,-0.999999
-0.101312,-0.994868
-0.200293,-0.979787
-0.29727,-0.954909
-0.391274,-0.920482
-0.481366,-0.87685
-0.566644,-0.824449
-0.646256,-0.763804
-0.719405,-0.695521
-0.78536,-0.620283
-0.843462,-0.538842
-0.893129,-0.452012
-0.933864,-0.360663
-0.965261,-0.265706
-0.987006,-0.168093
-0.99888,-0.0687988
-1.00077,0.0311835
-0.992643,0.130854
-0.974595,0.229216
-0.9468,0.325286
-0.909538,0.418102
-0.86318,0.506738
-0.80819,0.590307
-0.745118,0.667972
-0.674595,0.738958
-0.597327,0.802554
-0.514085,0.858125
-0.425702,0.905114
-0.333062,0.943052
-0.237091,0.97156
-0.13875,0.990352
-0.039021,0.99924
0.0610981,0.998136
0.160606,0.987051
0.258508,0.966095
0.353825,0.935479
0.445604,0.895507
0.532927,0.846581
0.61492,0.789188
0.690765,0.723904
0.759701,0.651381
0.821041,0.572344
0.87417,0.487583
0.918557,0.397947
0.953759,0.304331
0.979424,0.207672
0.995294,0.108936
1.00121,0.00911088
0.997116,-0.0908054
0.98305,-0.189814
0.959153,-0.286924
0.925665,-0.381165
0.88292,-0.471594
0.831346,-0.557307
0.771459,-0.637448
0.703857,-0.711213
0.629216,-0.777867
0.548283,-0.836742
0.461868,-0.887249
0.370833,-0.928885
0.276091,-0.961231
0.178587,-0.983965
0.0792978,-0.996859
-0.0207846,-0.999785
-0.120659,-0.992712
-0.219327,-0.975713
-0.315802,-0.948957
-0.409118,-0.912711
-0.498344,-0.867337
-0.582586,-0.813291
-0.661002,-0.751112
-0.732808,-0.681421
-0.797286,-0.604916
-0.853791,-0.522362
-0.901759,-0.434585
-0.940708,-0.342462
-0.970251,-0.246914
-0.990091,-0.148897
-1.00003,-0.0493904
-0.999969,0.0506095
-0.989908,0.150103
-0.969949,0.248096
-0.940289,0.343608
-0.901227,0.435684
-0.853152,0.523403
-0.796546,0.605888
-0.731975,0.682314
-0.660084,0.751917
-0.581591,0.814001
-0.497283,0.867944
-0.408003,0.913209
-0.314642,0.949341
-0.218134,0.97598
-0.119446,0.992859
-0.0195627,0.999809
0.080516,0.996761
0.17979,0.983746
0.277265,0.960893
0.371968,0.928432
0.462952,0.886686
0.549305,0.836073
0.630166,0.777099
0.704725,0.710355
0.772237,0.636507
0.832027,0.556293
0.883496,0.470517
0.92613,0.380036
0.959503,0.285754
0.983281,0.188615
0.997226,0.0895898
1.0012,-0.0103315
0.99516,-0.110149
0.979169,-0.208866
0.953387,-0.305494
0.91807,-0.399066
0.873573,-0.488649
0.820341,-0.573344
0.758904,-0.652307
0.689879,-0.724746
0.613955,-0.789937
0.531892,-0.84723
0.444509,-0.89605
0.352682,-0.935909
0.257327,-0.96641
0.1594,-0.987246
0.0598782,-0.99821
-0.0402422,-0.999192
-0.13996,-0.990182
-0.238279,-0.97127
-0.334214,-0.942645
-0.426808,-0.904594
-0.515133,-0.857497
-0.598307,-0.801825
-0.675498,-0.738135
-0.745934,-0.667063
-0.808911,-0.589321
-0.863798,-0.505686
-0.910048,-0.416993
-0.947197,-0.324131
-0.974874,-0.228027
-0.992802,-0.129644
-1.0008,-0.0299634
-0.998795,0.0700165
-0.986799,0.169296
-0.964936,0.266883
-0.933423,0.361801
-0.892576,0.453101
-0.842803,0.53987
-0.784602,0.62124
-0.718555,0.696398
-0.645322,0.764592
-0.565636,0.82514
-0.480294,0.877436
-0.390149,0.920958
-0.296103,0.955271
-0.199095,0.980031
-0.100096,0.99499
-9.69225e-05,1
0.0999036,0.99501
0.198905,0.980069
0.295917,0.955328
0.389971,0.921034
0.480124,0.877529
0.565476,0.825249
0.645174,0.764716
0.71842,0.696537
0.784481,0.621392
0.842698,0.540033
0.892488,0.453273
0.933353,0.361981
0.964884,0.26707
0.986767,0.169487
0.998782,0.0702096
1.00081,-0.0297699
0.992828,-0.129452
0.974918,-0.227839
0.94726,-0.323948
0.910129,-0.416817
0.863896,-0.505519
0.809025,-0.589165
0.746063,-0.666919
0.675641,-0.738004
0.598463,-0.801709
0.515299,-0.857398
0.426983,-0.904512
0.334397,-0.942581
0.238467,-0.971224
0.140152,-0.990155
0.0404359,-0.999184
-0.0596847,-0.998222
-0.159208,-0.987277
-0.25714,-0.96646
-0.3525,-0.935978
-0.444336,-0.896136
-0.531728,-0.847333
-0.613802,-0.790056
-0.689739,-0.724879
-0.758778,-0.652453
-0.820229,-0.573503
-0.873479,-0.488818
-0.917993,-0.399244
-0.953327,-0.305678
-0.979129,-0.209055
-0.995138,-0.110342
-1.0012,-0.010525
-0.997243,0.089397
-0.983317,0.188425
-0.959558,0.285569
-0.926204,0.379857
-0.883587,0.470346
-0.832134,0.556133
-0.772361,0.636357
-0.704863,0.710218
-0.630317,0.776977
-0.549468,0.835967
-0.463123,0.886596
-0.372148,0.92836
-0.277452,0.96084
-0.17998,0.983711
-0.0807093,0.996746
0.0193689,0.999813
0.119253,0.992882
0.217945,0.976022
0.314458,0.949402
0.407826,0.913288
0.497115,0.86804
0.581434,0.814113
0.659938,0.752044
0.731843,0.682455
0.796429,0.606042
0.853051,0.523568
0.901142,0.435858
0.940223,0.34379
0.9699,0.248284
0.989879,0.150295
0.999959,0.0508029
1.00004,-0.0491971
0.99012,-0.148705
0.970299,-0.246726
0.940775,-0.34228
0.901843,-0.434411
0.853893,-0.522197
0.797403,-0.604762
0.73294,-0.681279
0.661148,-0.750984
0.582744,-0.813178
0.498512,-0.867241
0.409295,-0.912631
0.315986,-0.948896
0.219516,-0.975671
0.120852,-0.992689
0.0209784,-0.99978
-0.0791046,-0.996874
-0.178396,-0.983999
-0.275904,-0.961284
-0.370653,-0.928956
-0.461696,-0.887339
-0.548121,-0.836848
-0.629065,-0.777989
-0.703719,-0.711349
-0.771335,-0.637597
-0.831238,-0.557468
-0.882829,-0.471765
-0.925591,-0.381344
-0.959097,-0.287109
-0.983013,-0.190004
-0.997098,-0.0909982
-1.00121,0.00891729
-0.995315,0.108744
-0.979464,0.207483
-0.953818,0.304147
-0.918634,0.397769
-0.874264,0.487414
-0.821152,0.572185
-0.759827,0.651234
-0.690905,0.723771
-0.615073,0.78907
-0.533091,0.846478
-0.445778,0.895421
-0.354007,0.93541
-0.258696,0.966045
-0.160798,0.98702
-0.0612916,0.998125
0.0388273,0.999248
0.138558,0.990379
0.236903,0.971606
0.332879,0.943116
0.425526,0.905196
0.513918,0.858224
0.597171,0.802669
0.674452,0.739088
0.744989,0.668116
0.808075,0.590463
0.863081,0.506905
0.909456,0.418278
0.946737,0.325469
0.97455,0.229404
0.992618,0.131046
1.00076,0.031377
0.998893,-0.0686057
0.987038,-0.167902
0.965313,-0.26552
0.933934,-0.360482
0.893216,-0.45184
0.843566,-0.538679
0.785481,-0.620131
0.71954,-0.695382
0.646404,-0.763679
0.566804,-0.82434
0.481536,-0.876757
0.391453,-0.920406
0.297455,-0.954852
0.200483,-0.979749
0.101505,-0.994848
0.00151292,-0.999999
-0.0984945,-0.99515
-0.197517,-0.980349
-0.294564,-0.955745
-0.388666,-0.921584
-0.478881,-0.878206
-0.564307,-0.826047
-0.64409,-0.765627
-0.717433,-0.697551
-0.783601,-0.622499
-0.841933,-0.541222
-0.891845,-0.454534
-0.932839,-0.363299
-0.964505,-0.268432
-0.986526,-0.170881
-0.998681,-0.0716203
-1.00085,0.0283563
-0.99301,0.128049
-0.97524,0.226462
-0.947718,0.32261
-0.910718,0.415531
-0.864611,0.504298
-0.809858,0.588021
-0.747007,0.665865
-0.676685,0.737049
-0.599597,0.800863
-0.516513,0.856669
-0.428263,0.903908
-0.335731,0.942107
-0.239842,0.970886
-0.141554,0.989956
-0.0418507,0.999126
0.0582711,0.998305
0.15781,0.987501
0.255771,0.966822
0.351175,0.936475
0.443066,0.896763
0.530527,0.848083
0.612683,0.790922
0.688712,0.725853
0.757853,0.653524
0.819417,0.574661
0.872786,0.490051
0.917427,0.40054
0.952894,0.307024
0.978832,0.210438
0.994981,0.111747
1.00118,0.0119392
0.997369,-0.0879883
0.983583,-0.187036
0.959962,-0.284213
0.926741,-0.378548
0.884252,-0.469098
0.832921,-0.554957
0.773261,-0.635266
0.705868,-0.709222
0.631416,-0.776086
0.550651,-0.83519
0.464378,-0.885941
0.373462,-0.927833
0.278812,-0.960447
0.181373,-0.983456
0.0821206,-0.996631
-0.0179531,-0.999839
-0.117847,-0.993049
-0.216563,-0.976329
-0.313113,-0.949845
-0.406532,-0.913863
-0.495886,-0.868742
-0.58028,-0.814933
-0.658872,-0.752976
-0.730875,-0.683488
-0.79557,-0.607166
-0.852309,-0.524772
-0.900524,-0.437131
-0.939735,-0.345118
-0.969548,-0.249654
-0.989666,-0.151693
-0.999886,-0.0522152
-1.00011,0.0477845
-0.99033,0.147306
-0.970647,0.245355
-0.941259,0.340951
-0.902457,0.433136
-0.854631,0.520991
-0.798259,0.603635
-0.733904,0.680243
-0.66221,0.750049
-0.583894,0.812354
-0.499739,0.866536
-0.410587,0.912052
-0.317329,0.948448
-0.220898,0.97536
-0.122257,0.992517
-0.0223941,0.99975
0.0776929,0.996985
0.177003,0.98425
0.274543,0.961673
0.369337,0.929479
0.460439,0.88799
0.546935,0.837621
0.627963,0.778876
0.702711,0.712343
0.770431,0.638686
0.830448,0.558642
0.88216,0.473011
0.92505,0.382651
0.95869,0.288464
0.982743,0.191392
0.996968,0.0924065
1.00122,-0.00750311
0.995468,-0.107338
0.979757,-0.206099
0.954248,-0.302799
0.919197,-0.396471
0.874954,-0.486179
0.821961,-0.571025
0.760749,-0.65016
0.691929,-0.722794
0.61619,-0.7882
0.534289,-0.845724
0.447045,-0.894791
0.355331,-0.934909
0.260063,-0.965679
0.162195,-0.986792
0.0627049,-0.998037
-0.0374124,-0.999302
-0.137155,-0.990573
-0.235527,-0.971939
-0.331543,-0.943586
-0.424244,-0.905796
-0.512703,-0.858949
-0.596034,-0.803512
-0.673405,-0.74004
-0.744042,-0.669168
-0.807239,-0.591604
-0.862363,-0.508124
-0.908863,-0.419562
-0.946275,-0.326805
-0.974224,-0.230781
-0.992431,-0.132448
-1.00071,-0.0327905
-0.998989,0.0671947
-0.987275,0.166508
-0.965688,0.264156
-0.934444,0.359163
-0.893855,0.450578
-0.844328,0.537487
-0.786358,0.619021
-0.720524,0.694365
-0.647485,0.762766
-0.567971,0.823538
-0.482777,0.876076
-0.392756,0.919852
-0.298807,0.954431
-0.20187,0.979464
-0.102914,0.994704
-0.00292892,0.999996
0.0970853,0.995288
0.196129,0.980627
0.293211,0.95616
0.387361,0.922132
0.477637,0.878882
0.563137,0.826843
0.643006,0.766536
0.716444,0.698563
0.782718,0.623605
0.841165,0.542411
0.891201,0.455793
0.932324,0.364617
0.964124,0.269794
0.986283,0.172274
0.998579,0.0730308
1.00089,-0.0269426
0.99319,-0.126647
0.97556,-0.225084
0.948173,-0.321271
0.911305,-0.414245
0.865324,-0.503076
0.81069,-0.586877
0.747949,-0.664809
0.677728,-0.736093
0.600731,-0.800016
0.517725,-0.855938
0.429543,-0.903302
0.337065,-0.941632
0.241216,-0.970546
0.142956,-0.989755
0.0432655,-0.999066
-0.0568575,-0.998386
-0.156412,-0.987723
-0.254402,-0.967182
-0.349848,-0.93697
-0.441796,-0.897387
-0.529326,-0.848831
-0.611562,-0.791787
-0.687683,-0.726825
-0.756927,-0.654594
-0.818602,-0.575818
-0.872091,-0.491283
-0.916859,-0.401836
-0.952458,-0.30837
-0.978533,-0.21182
-0.994822,-0.113153
-1.00116,-0.0133533
-0.997493,0.0865795
-0.983847,0.185646
-0.960363,0.282857
-0.927276,0.377239
-0.884916,0.467849
-0.833706,0.55378
-0.77416,0.634173
-0.706872,0.708224
-0.632515,0.775194
-0.551833,0.834411
-0.465632,0.885284
-0.374776,0.927305
-0.280172,0.960052
-0.182765,0.983199
-0.0835317,0.996514
0.0165373,0.999864
0.116441,0.993215
0.21518,0.976634
0.311768,0.950286
0.405237,0.914436
0.494655,0.869441
0.579126,0.815752
0.657805,0.753906
0.729907,0.68452
0.794709,0.608289
0.851565,0.525976
0.899905,0.438402
0.939245,0.346445
0.969193,0.251023
0.98945,0.153091
0.999812,0.0536275
1.00018,-0.0463718
0.990537,-0.145907
0.970994,-0.243984
0.94174,-0.339621
0.90307,-0.431861
0.855368,-0.519783
0.799113,-0.602507
0.734867,-0.679206
0.663272,-0.749113
0.585044,-0.811529
0.500966,-0.865829
0.411878,-0.911472
0.318672,-0.947999
0.222278,-0.975047
0.123662,-0.992344
0.0238097,-0.999717
-0.0762811,-0.997094
-0.175609,-0.984499
-0.273181,-0.96206
-0.368021,-0.93
-0.459181,-0.888639
-0.545749,-0.838393
-0.626859,-0.779763
-0.701701,-0.713335
-0.769526,-0.639773
-0.829656,-0.559814
-0.881489,-0.474257
-0.924507,-0.383957
-0.958281,-0.289818
-0.982471,-0.19278
-0.996837,-0.0938146
-1.00123,0.00608891
-0.995619,0.105932
-0.980047,0.204715
-0.954676,0.301451
-0.919757,0.395173
-0.875641,0.484943
-0.822769,0.569863
-0.761669,0.649085
-0.692952,0.721816
-0.617305,0.787329
-0.535486,0.844968
-0.448312,0.894158
-0.356654,0.934407
-0.26143,0.965311
-0.163592,0.986562
-0.064118,0.997947
0.0359973,0.999354
0.135753,0.990766
0.234151,0.972271
0.330207,0.944053
0.422961,0.906395
0.511486,0.859672
0.594896,0.804353
0.672356,0.740991
0.743094,0.670218
0.8064,0.592743
0.861642,0.509341
0.908268,0.420846
0.945811,0.328142
0.973897,0.232156
0.992243,0.133849
1.00067,0.0342039
0.999084,-0.0657836
0.98751,-0.165113
0.966061,-0.262792
0.934951,-0.357842
0.894492,-0.449315
0.845088,-0.536294
0.787234,-0.61791
0.721507,-0.693347
0.648564,-0.76185
0.569136,-0.822735
0.484017,-0.875393
0.394058,-0.919297
0.300158,-0.954008
0.203256,-0.979178
0.104322,-0.994557
0.00434491,-0.999991
-0.0956759,-0.995424
-0.19474,-0.980903
-0.291857,-0.956573
-0.386055,-0.922678
-0.476392,-0.879556
-0.561966,-0.827638
-0.64192,-0.767443
-0.715454,-0.699575
-0.781835,-0.62471
-0.840396,-0.543599
-0.890554,-0.457051
-0.931807,-0.365933
-0.963741,-0.271156
-0.986038,-0.173667
-0.998474,-0.0744412
-1.00093,0.0255288
-0.993369,0.125244
-0.975877,0.223706
-0.948627,0.319931
-0.911891,0.412957
-0.866036,0.501853
-0.81152,0.585731
-0.74889,0.663752
-0.67877,0.735135
-0.601863,0.799166
-0.518937,0.855206
-0.430822,0.902694
-0.338398,0.941155
-0.24259,0.970205
-0.144357,0.989552
-0.0446801,0.999004
0.0554437,0.998466
0.155013,0.987943
0.253032,0.967541
0.348521,0.937463
0.440525,0.898011
0.528123,0.849578
0.61044,0.79265
0.686653,0.727795
0.756,0.655663
0.817786,0.576973
0.871394,0.492514
0.916289,0.40313
0.95202,0.309715
0.978232,0.213202
0.994661,0.114558
1.00114,0.0147674
0.997614,-0.0851705
0.984109,-0.184257
0.960763,-0.2815
0.927809,-0.375929
0.885577,-0.466598
0.834489,-0.552601
0.775057,-0.633079
0.707874,-0.707225
0.633612,-0.7743
0.553014,-0.833631
0.466886,-0.884626
0.376089,-0.926775
0.281531,-0.959655
0.184157,-0.98294
0.0849427,-0.996395
-0.0151215,-0.999886
-0.115034,-0.993378
-0.213797,-0.976937
-0.310422,-0.950726
-0.403942,-0.915007
-0.493423,-0.870139
-0.57797,-0.816569
-0.656737,-0.754834
-0.728937,-0.68555
-0.793847,-0.609411
-0.850819,-0.527178
-0.899283,-0.439673
-0.938754,-0.347771
-0.968837,-0.252391
-0.989232,-0.154488
-0.999735,-0.0550396
-1.00024,0.0449591
-0.990743,0.144508
-0.971338,0.242612
-0.94222,0.33829
-0.90368,0.430585
-0.856103,0.518574
-0.799965,0.601378
-0.735828,0.678167
-0.664332,0.748175
-0.586193,0.810702
-0.502192,0.865121
-0.413168,0.910889
-0.320014,0.947548
-0.223659,0.974732
-0.125067,0.992168
-0.0252253,0.999683
0.0748691,0.9972
0.174215,0.984746
0.271818,0.962445
0.366704,0.930518
0.457922,0.889287
0.544561,0.839163
0.625755,0.780647
0.700691,0.714325
0.76862,0.640859
0.828862,0.560985
0.880817,0.475501
0.923963,0.385262
0.957869,0.291171
0.982197,0.194167
0.996703,0.0952225
1.00124,-0.0046747
0.995768,-0.104525
0.980336,-0.20333
0.955102,-0.300102
0.920316,-0.393873
0.876327,-0.483705
0.823575,-0.5687
0.762587,-0.648008
0.693973,-0.720836
0.61842,-0.786456
0.536682,-0.844211
0.449577,-0.893524
0.357977,-0.933902
0.262797,-0.964941
0.164989,-0.98633
0.0655311,-0.997856
-0.0345822,-0.999403
-0.13435,-0.990957
-0.232774,-0.972601
-0.32887,-0.944518
-0.421677,-0.906991
-0.510268,-0.860394
-0.593756,-0.805193
-0.671306,-0.74194
-0.742144,-0.671267
-0.80556,-0.593882
-0.86092,-0.510558
-0.907671,-0.422128
-0.945346,-0.329477
-0.973567,-0.233532
-0.992052,-0.135251
-1.00062,-0.0356173
-0.999176,0.0643724
-0.987743,0.163718
-0.966432,0.261427
-0.935457,0.356521
-0.895128,0.448051
-0.845847,0.535099
-0.788108,0.616797
-0.722488,0.692327
-0.649642,0.760933
-0.570301,0.821931
-0.485256,0.874709
-0.395359,0.918739
-0.301508,0.953583
-0.204643,0.97889
-0.10573,0.994409
-0.0057609,0.999983
0.0942663,0.995558
0.193351,0.981177
0.290502,0.956985
0.384748,0.923222
0.475146,0.880228
0.560793,0.828431
0.640832,0.768349
0.714463,0.700585
0.780949,0.625814
0.839626,0.544785
0.889906,0.458309
0.931288,0.367249
0.963356,0.272517
0.985791,0.175059
0.998368,0.0758514
1.00096,-0.024115
0.993545,-0.12384
0.976193,-0.222327
0.949079,-0.318591
0.912475,-0.411669
0.866746,-0.50063
0.812349,-0.584584
0.749829,-0.662693
0.67981,-0.734175
0.602994,-0.798315
0.520147,-0.854472
0.432099,-0.902085
0.33973,-0.940676
0.243964,-0.969861
0.145758,-0.989347
0.0460946,-0.99894
-0.0540298,-0.998543
-0.153614,-0.988161
-0.251662,-0.967897
-0.347193,-0.937954
-0.439253,-0.898632
-0.52692,-0.850323
-0.609317,-0.793511
-0.685622,-0.728764
-0.75507,-0.65673
-0.816968,-0.578128
-0.870696,-0.493745
-0.915717,-0.404424
-0.951581,-0.311059
-0.977929,-0.214584
-0.994498,-0.115962
-1.00112,-0.0161815
-0.997734,0.0837613
-0.984369,0.182866
-0.961161,0.280143
-0.92834,0.374618
-0.886237,0.465347
-0.835271,0.551422
-0.775952,0.631983
-0.708874,0.706225
-0.634708,0.773404
-0.554194,0.832849
-0.468138,0.883965
-0.377401,0.926242
-0.282889,0.959257
-0.185549,0.982679
-0.0863535,0.996274
0.0137056,0.999906
0.113628,0.99354
0.212414,0.977238
0.309075,0.951163
0.402646,0.915577
0.492191,0.870835
0.576813,0.817385
0.655668,0.755761
0.727965,0.686579
0.792984,0.610532
0.850072,0.528379
0.898659,0.440943
0.93826,0.349097
0.968479,0.25376
0.989012,0.155885
0.999656,0.0564517
1.0003,-0.0435462
0.990946,-0.143109
0.971681,-0.24124
0.942698,-0.336959
0.904289,-0.429308
0.856837,-0.517365
0.800816,-0.600247
0.736787,-0.677127
0.665391,-0.747236
0.58734,-0.809873
0.503416,-0.864411
0.414458,-0.910304
0.321355,-0.947095
0.225039,-0.974415
0.126472,-0.99199
0.0266408,-0.999646
-0.073457,-0.997305
-0.17282,-0.984991
-0.270455,-0.962828
-0.365386,-0.931035
-0.456662,-0.889933
-0.543372,-0.839931
-0.624649,-0.78153
-0.699678,-0.715314
-0.767711,-0.641944
-0.828067,-0.562155
-0.880143,-0.476745
-0.923416,-0.386567
-0.957456,-0.292523
-0.981921,-0.195555
-0.996567,-0.0966302
-1.00125,0.00326048
-0.995915,0.103119
-0.980623,0.201945
-0.955526,0.298753
-0.920873,0.392573
-0.877011,0.482467
-0.824379,0.567537
-0.763504,0.646931
-0.694993,0.719856
-0.619533,0.785582
-0.537877,0.843452
-0.450842,0.892888
-0.359299,0.933395
-0.264163,0.964568
-0.166385,0.986096
-0.066944,0.997762
0.033167,0.999451
0.132946,0.991146
0.231396,0.972928
0.327532,0.944982
0.420393,0.907586
0.509049,0.861114
0.592615,0.80603
0.670255,0.742887
0.741193,0.672315
0.804718,0.595019
0.860196,0.511773
0.907073,0.42341
0.944878,0.330812
0.973235,0.234907
0.99186,0.136652
1.00057,0.0370306
0.999266,-0.062961
0.987973,-0.162323
0.966801,-0.260062
